oldest_review,category_african,category_bagels,category_bakeries,category_bars,category_bbq,category_beerbar,category_breakfast_brunch,category_bubbletea,category_buffets,category_burgers,category_cafes,category_cafeteria,category_candy,category_caribbean,category_chicken_wings,category_chickenshop,category_chinese,category_cocktailbars,category_coffee,category_convenience,category_creperies,category_cuban,category_cupcakes,category_customcakes,category_delis,category_desserts,category_diners,category_divebars,category_dog_parks,category_dominican,category_donuts,category_falafel,category_fishnchips,category_foodstands,category_foodtrucks,category_french,category_gastropubs,category_gaybars,category_gelato,category_gourmet,category_greek,category_grocery,category_halal,category_hookah_bars,category_hotdogs,category_icecream,category_indpak,category_irish_pubs,category_italian,category_japanese,category_juicebars,category_kosher,category_landmarks,category_latin,category_localflavor,category_mediterranean,category_mexican,category_mideastern,category_modern_european,category_moroccan,category_museums,category_newamerican,category_parks,category_peruvian,category_pizza,category_publicart,category_pubs,category_puertorican,category_restaurants,category_salad,category_sandwiches,category_seafood,category_soulfood,category_spanish,category_sportsbars,category_steak,category_streetvendors,category_sushi,category_tacos,category_tapas,category_tapasmallplates,category_tex-mex,category_thai,category_tobaccoshops,category_tradamerican,category_vegetarian,category_vietnamese,category_wine_bars
2015-08,0,1,17,5,1,0,2,0,0,8,6,1,1,4,3,0,30,1,11,2,1,1,0,1,10,5,2,1,1,0,6,0,1,5,0,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,1,6,3,1,4,2,2,3,1,0,1,1,1,3,0,4,1,1,2
2015-09,0,1,17,5,1,0,2,0,0,8,6,1,1,4,3,0,30,1,12,2,1,1,0,1,10,5,2,1,1,0,6,0,1,5,0,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,1,6,3,1,4,2,2,3,1,0,1,1,1,4,0,4,1,1,2
2015-10,0,1,17,5,1,0,2,0,0,8,7,1,1,4,3,0,31,1,12,2,1,1,0,1,10,5,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,1,6,3,1,4,2,2,3,1,0,1,1,1,4,0,4,1,1,2
2015-11,0,1,17,5,1,0,2,0,0,8,8,1,1,4,3,0,31,1,12,2,2,1,0,1,10,6,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,2,6,3,1,4,2,2,3,1,0,1,1,1,4,0,4,1,1,2
2015-12,0,1,18,5,1,0,2,0,0,8,8,1,1,4,3,0,31,1,12,2,2,1,0,1,10,6,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,2,6,3,1,4,2,2,3,1,0,1,1,1,4,0,5,1,1,2
2016-01,0,1,18,5,1,0,2,0,0,8,8,1,1,4,3,0,31,1,12,2,2,1,0,1,10,6,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,2,6,3,1,4,2,2,3,1,0,1,1,1,5,1,6,1,1,2
2016-02,0,1,18,5,1,0,2,0,0,8,8,1,1,4,3,0,31,1,12,2,2,1,0,1,12,6,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,4,0,23,1,1,2,7,2,6,3,1,4,2,2,4,1,0,1,1,1,5,1,6,1,1,2
2016-03,0,1,18,5,1,0,2,0,0,8,8,1,1,4,4,0,31,1,12,2,2,1,0,1,13,8,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,6,0,23,1,1,2,7,2,6,3,1,4,2,2,4,1,0,1,1,1,5,1,6,1,1,2
2016-04,0,1,18,5,1,0,2,0,0,9,8,1,1,4,4,0,31,1,12,2,2,1,0,1,15,8,2,1,1,0,6,0,1,5,1,4,1,0,0,1,1,3,1,1,11,4,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,6,1,1,2
2016-05,0,1,19,5,1,0,2,0,0,9,8,1,1,4,4,0,31,1,12,2,2,1,0,1,15,8,2,1,1,0,7,0,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,6,1,1,2
2016-06,0,1,19,5,1,0,2,0,0,9,8,1,1,4,5,0,31,1,12,2,2,1,0,1,15,8,2,1,1,0,7,1,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,12,0,1,25,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-07,0,2,19,5,1,0,2,0,0,9,8,1,1,4,5,0,31,1,13,2,2,1,0,1,15,8,2,1,1,0,7,1,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,13,0,1,25,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-08,0,2,20,5,1,1,2,0,0,9,8,1,1,4,5,0,31,1,13,2,2,1,0,1,15,8,2,1,1,0,7,1,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,13,0,1,26,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-09,0,2,20,5,1,1,2,0,0,9,8,1,1,4,5,0,31,1,13,2,2,1,0,1,17,8,2,1,1,0,7,1,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,13,0,1,26,3,0,1,2,1,8,0,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-10,0,2,20,5,1,1,2,0,0,9,8,1,1,4,5,0,31,1,13,2,2,1,0,1,18,8,2,1,1,0,7,1,1,5,1,4,1,0,0,1,1,3,1,1,11,5,6,0,7,2,3,1,2,13,0,1,26,3,0,1,2,1,8,1,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-11,0,2,20,5,1,1,2,0,0,9,8,1,1,4,5,0,31,1,14,2,2,1,0,1,18,9,2,1,1,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,11,5,6,0,7,2,3,1,2,13,1,1,26,3,0,1,2,1,8,1,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2016-12,0,2,20,5,1,1,2,0,0,9,9,1,1,4,6,0,31,2,15,2,2,1,0,1,19,9,2,1,1,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,12,5,7,0,7,2,3,1,2,13,1,1,26,3,0,1,2,1,8,1,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2017-01,0,2,20,5,1,1,2,0,0,9,9,1,1,4,6,0,31,2,15,2,2,1,0,1,19,9,2,1,2,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,12,5,7,0,7,2,3,1,2,13,1,1,26,3,0,1,2,1,8,1,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,5,1,7,1,1,2
2017-02,0,2,20,5,1,1,2,1,0,9,9,1,1,4,6,0,31,2,16,2,2,1,0,1,20,9,2,1,2,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,12,5,7,0,7,2,3,1,2,13,1,1,26,3,0,1,2,1,8,1,23,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,6,1,7,1,1,2
2017-03,0,2,20,5,1,1,2,1,0,9,9,1,1,5,6,0,31,2,16,2,2,1,0,1,20,9,2,1,2,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,12,6,7,0,7,2,3,1,2,13,1,1,27,3,0,1,2,1,8,1,24,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,6,1,7,1,1,2
2017-04,0,2,20,5,1,1,2,1,0,9,9,1,1,5,6,1,31,2,16,2,2,1,0,1,20,9,2,1,2,0,7,1,1,5,1,4,1,0,1,1,1,3,1,1,12,6,7,0,7,2,3,1,2,13,1,1,27,3,0,1,2,1,9,1,25,1,1,2,7,2,6,3,1,4,3,2,4,1,0,1,1,2,6,1,7,1,1,2
