,alias,category,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,latitude,longitude,zipcode
593,lady-m-cake-boutique-new-york-6,desserts,565.032558306011,3SDTpWrebNOPAk1bMbxq5Q,https://s3-media3.fl.yelpcdn.com/bphoto/kb87DdjmG5P8zjT7ljyyVg/o.jpg,False,"{'address1': '1178 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1178 Broadway', 'New York, NY 10001']}",lady m cake boutique,$$,3.5,129,[],https://www.yelp.com/biz/lady-m-cake-boutique-new-york-6?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.74531,-73.98852,10001
594,mui-new-york,korean,772.5666427101436,_FAh31lob7Dnn4iGiLIwng,https://s3-media4.fl.yelpcdn.com/bphoto/tnYX4aRaMeEJ8Y9po5tv-g/o.jpg,False,"{'address1': '10 W 32nd St', 'address2': 'Fl 5', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['10 W 32nd St', 'Fl 5', 'New York, NY 10001']}",mui,$$,3.5,163,[],https://www.yelp.com/biz/mui-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.74732,-73.98646,10001
595,trionas-on-third-new-york,sportsbars,544.8859141337903,e4FbDBoHWCOvDoHkrXzPsA,https://s3-media3.fl.yelpcdn.com/bphoto/pzuviFj2qVTDT_7FjCeUig/o.jpg,False,"{'address1': '192 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['192 3rd Ave', 'New York, NY 10003']}",triona's on third,$$,4.0,86,[],https://www.yelp.com/biz/trionas-on-third-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7355003356934,-73.9857711791992,10003
596,rouge-tomate-chelsea-new-york,newamerican,817.1775126957243,bk_V-OzTqPMB1jMjiF_fXA,https://s3-media2.fl.yelpcdn.com/bphoto/UrYFklLDWhl6VjMULpWC0Q/o.jpg,False,"{'address1': '126 W 18th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['126 W 18th St', 'New York, NY 10011']}",rouge tomate chelsea,$$$,4.0,122,"['delivery', 'pickup']",https://www.yelp.com/biz/rouge-tomate-chelsea-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7401657104492,-73.9962997436523,10011
597,todaro-bros-new-york,cheese,797.5879373730963,RMokxF5UchQghesOHTqxBg,https://s3-media1.fl.yelpcdn.com/bphoto/IoRsDAQpkbQqev5NAVNt8w/o.jpg,False,"{'address1': '555 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['555 2nd Ave', 'New York, NY 10016']}",todaro bros,$$,4.0,136,"['delivery', 'pickup']",https://www.yelp.com/biz/todaro-bros-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.74276,-73.97772,10016
598,the-commons-chelsea-new-york,cafes,990.4843781056297,9BM1-Obd5Dr8pErgyBbQAQ,https://s3-media3.fl.yelpcdn.com/bphoto/L0hxf2Bjlg0EPnUxty99Dg/o.jpg,False,"{'address1': '128 7th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['128 7th Ave', 'New York, NY 10011']}",the commons chelsea,$$,4.0,204,"['delivery', 'pickup']",https://www.yelp.com/biz/the-commons-chelsea-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7410889,-73.998286,10011
599,claudette-new-york,french,1139.7335960254195,aTFkjo0scqmOgsFF5kuGXg,https://s3-media1.fl.yelpcdn.com/bphoto/Q_3poOAvC0kcsCewHybebQ/o.jpg,False,"{'address1': '24 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['24 5th Ave', 'New York, NY 10011']}",claudette,$$$,4.0,307,"['pickup', 'delivery']",https://www.yelp.com/biz/claudette-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7330367619291,-73.9960286909289,10011
600,hwaban-new-york,korean,610.5969818692192,KrAe4cbpoxi5jEldVRopSA,https://s3-media4.fl.yelpcdn.com/bphoto/qAUEw1pWzbLVtwKVfqFiCQ/o.jpg,False,"{'address1': '55 W 19th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['55 W 19th St', 'New York, NY 10011']}",hwaban,,5.0,28,[],https://www.yelp.com/biz/hwaban-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.74024,-73.99385,10011
601,wichcraft-flatiron-new-york,sandwiches,313.9795968042627,bxkkhVvPliA22XuyVH3Bdw,https://s3-media2.fl.yelpcdn.com/bphoto/dEG50Uij51KUFcf_0Nr4eQ/o.jpg,False,"{'address1': '11 E 20th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['11 E 20th St', 'New York, NY 10003']}",'wichcraft - flatiron,$$,3.0,200,"['pickup', 'delivery']",https://www.yelp.com/biz/wichcraft-flatiron-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.739584194676,-73.990150567097,10003
602,park-bar-new-york,bars,640.9557707378393,6qFNdq6JKj_dLUbVtLygow,https://s3-media3.fl.yelpcdn.com/bphoto/DhTRsNavsu33f6KhlpA4nQ/o.jpg,False,"{'address1': '15 E 15th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['15 E 15th St', 'New York, NY 10003']}",park bar,$$,3.5,166,[],https://www.yelp.com/biz/park-bar-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7363700866699,-73.9920806884766,10003
603,raise-new-york-new-york,sportsbars,586.7883104359295,K2IG-jUEGURqX-gYdQ6wZg,https://s3-media2.fl.yelpcdn.com/bphoto/qsGQ5Su-hbUC1rU3ymrTYQ/o.jpg,False,"{'address1': '416 3rd Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['416 3rd Ave', 'New York, NY 10016']}",raise new york,$$,4.5,61,"['pickup', 'delivery']",https://www.yelp.com/biz/raise-new-york-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,40.7431,-73.98032,10016
