,level_0,alias,category,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,oldest_review,latitude,longitude,zipcode
880,880,tinys-and-the-bar-upstairs-new-york-2,bars,323.0362222397662,BSv3awhABROYjjwlQaQ-Qw,https://s3-media2.fl.yelpcdn.com/bphoto/mWatLq5ta-SbMPZE-mdotg/o.jpg,False,"{'address1': '135 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['135 W Broadway', 'New York, NY 10013']}",tiny's & the bar upstairs,$$,4.0,495,[],https://www.yelp.com/biz/tinys-and-the-bar-upstairs-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/19/2011,40.716698,-74.00816,10013
881,881,scalini-fedeli-new-york,italian,411.845526556408,WYhRkUATHRyXZrE55MArbA,https://s3-media2.fl.yelpcdn.com/bphoto/cN0aLkzkH48pPuD_PwW6gg/o.jpg,False,"{'address1': '165 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['165 Duane St', 'New York, NY 10013']}",scalini fedeli,$$$$,4.5,280,[],https://www.yelp.com/biz/scalini-fedeli-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/19/2006,40.7173964385114,-74.0093277537459,10013
882,882,little-park-new-york,newamerican,176.2628739335415,np7wKWwTAhetwpXqsWpFkQ,https://s3-media4.fl.yelpcdn.com/bphoto/d0MrO5v-C6tT9fsLWO1yNQ/o.jpg,False,"{'address1': '85 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['85 W Broadway', 'New York, NY 10007']}",little park,$$$,4.0,316,[],https://www.yelp.com/biz/little-park-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/11/2014,40.71521,-74.00913,10007
883,883,atera-new-york,tradamerican,411.59080052290136,rZIMlQ76I0mXL8uNii_wVg,https://s3-media1.fl.yelpcdn.com/bphoto/LFNip-KrN9RjeXbRF7lh6A/o.jpg,False,"{'address1': '77 Worth St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['77 Worth St', 'New York, NY 10013']}",atera,$$$$,4.5,218,[],https://www.yelp.com/biz/atera-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/7/2012,40.71694,-74.0057,10013
884,884,the-patriot-saloon-new-york,divebars,120.87936924090955,8_xrOlewOeXMtZbgQL3UTA,https://s3-media1.fl.yelpcdn.com/bphoto/VbgfkD8J3kkzyJ-uUFETug/o.jpg,False,"{'address1': '110 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['110 Chambers St', 'New York, NY 10007']}",the patriot saloon,$,3.5,315,[],https://www.yelp.com/biz/the-patriot-saloon-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/4/2005,40.714877,-74.008306,10007
885,885,brushstroke-new-york,japanese,324.39587046664053,IkQGg0Tihg6cxUZcq9dtnQ,https://s3-media3.fl.yelpcdn.com/bphoto/nJh3FXaAyM7ix7iVBR_Xyg/o.jpg,False,"{'address1': '30 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['30 Hudson St', 'New York, NY 10013']}",brushstroke,$$$$,4.0,357,[],https://www.yelp.com/biz/brushstroke-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/24/2011,40.7166953,-74.0089441,10013
886,886,1803-new-york,cajun,208.15970382293582,3xTQT7qjZJIxc-eBiFMerQ,https://s3-media3.fl.yelpcdn.com/bphoto/QBuBK4hgQ70cLeC-tTMdhQ/o.jpg,False,"{'address1': '82 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['82 Reade St', 'New York, NY 10007']}",1803,$$,4.5,137,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/1803-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/1/2017,40.715498,-74.007178,10007
887,887,gunbae-new-york,korean,197.9686487717049,0GN6l4FAknTFSWZhEan45A,https://s3-media1.fl.yelpcdn.com/bphoto/qOgq5vg-H8YkmiVe_FRPiQ/o.jpg,False,"{'address1': '67 Murray St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['67 Murray St', 'New York, NY 10007']}",gunbae,$$$,4.0,193,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/gunbae-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/30/2015,40.714683,-74.010223,10007
888,888,sole-di-capri-new-york,italian,160.39268321268057,PgTgzq8oKcP2r00YUWL03A,https://s3-media1.fl.yelpcdn.com/bphoto/3UXF2v4Al0SqYGNeRZurAQ/o.jpg,False,"{'address1': '165 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['165 Church St', 'New York, NY 10007']}",sole di capri,$$,4.0,219,"['delivery', 'pickup']",https://www.yelp.com/biz/sole-di-capri-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/24/2008,40.71511,-74.00758,10007
889,889,laughing-man-coffee-and-tea-new-york-3,coffee,418.0195686815954,kA98xP8HiJ_-fVaM7RECLw,https://s3-media4.fl.yelpcdn.com/bphoto/ynEe74WNJ2EVtGKWSixULw/o.jpg,False,"{'address1': '184 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['184 Duane St', 'New York, NY 10013']}",laughing man coffee & tea,$$,4.5,186,[],https://www.yelp.com/biz/laughing-man-coffee-and-tea-new-york-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/1/2011,40.71731,-74.01016,10013
890,890,the-hummus-and-pita-new-york-5,mediterranean,147.38864186548548,ZoVVcwwbCxIhEmstLWrRvw,https://s3-media4.fl.yelpcdn.com/bphoto/vdpaMc_QXXZXr3XaMWGrKQ/o.jpg,False,"{'address1': '79 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['79 Chambers St', 'New York, NY 10007']}",the hummus & pita,$,4.0,167,"['delivery', 'pickup']",https://www.yelp.com/biz/the-hummus-and-pita-new-york-5?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/9/2013,40.71474,-74.00671,10007
891,891,blue-spoon-coffee-new-york,coffee,126.94464142235113,jsjJxd8NzEnl19VM94bbGw,https://s3-media4.fl.yelpcdn.com/bphoto/-k7ibXOrMyz1DSarPzWVYg/o.jpg,False,"{'address1': '76 Chambers St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['76 Chambers St', 'New York, NY 10007']}",blue spoon coffee,$,4.0,170,[],https://www.yelp.com/biz/blue-spoon-coffee-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/11/2006,40.7143174856901,-74.0067286044359,10007
892,892,kori-tribeca-new-york,korean,511.0366593457408,8Si3qLOfN70ixYPhoDYr3w,https://s3-media2.fl.yelpcdn.com/bphoto/KApzi7bBtiFrvytZunCNOw/o.jpg,False,"{'address1': '253 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['253 Church St', 'New York, NY 10013']}",kori tribeca,$$,4.0,450,"['delivery', 'pickup']",https://www.yelp.com/biz/kori-tribeca-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/12/2006,40.7179238927678,-74.0055401190491,10013
893,893,blaue-gans-new-york,german,305.6324520498114,7A9oG-oiaJRgbmqTUsBckg,https://s3-media4.fl.yelpcdn.com/bphoto/chY7MP9gp4UF9vyrYScUHA/o.jpg,False,"{'address1': '139 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['139 Duane St', 'New York, NY 10013']}",blaue gans,$$$,4.0,275,"['delivery', 'pickup']",https://www.yelp.com/biz/blaue-gans-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/20/2006,40.716507,-74.007624,10013
894,894,sophies-cuban-cuisine-new-york-5,cuban,101.22218130005348,qFtwAqz_hQFrXYKHOXfVNg,https://s3-media1.fl.yelpcdn.com/bphoto/zacRUoeOFiDXQXjzdqLmag/o.jpg,False,"{'address1': '96 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['96 Chambers St', 'New York, NY 10007']}",sophie's cuban cuisine,$$,3.5,214,"['delivery', 'pickup']",https://www.yelp.com/biz/sophies-cuban-cuisine-new-york-5?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/8/2007,40.714576,-74.007659,10007
895,895,kaede-japanese-restaurant-new-york-2,japanese,96.8832857641468,HsqaGB90PYkI0En3rrtupQ,https://s3-media4.fl.yelpcdn.com/bphoto/GheKlKTHOQXNKHwQ4yQyGg/o.jpg,False,"{'address1': '90 Chambers St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['90 Chambers St', 'New York, NY 10007']}",kaede japanese restaurant,$$,3.5,160,"['delivery', 'pickup']",https://www.yelp.com/biz/kaede-japanese-restaurant-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/26/2014,40.714458,-74.007439,10007
896,896,mudville9-new-york,tradamerican,164.22900102553453,L0g4PLqpgWz0OkpGFbUTZA,https://s3-media1.fl.yelpcdn.com/bphoto/-2C3QKlR5waTtlaIcgSq9w/o.jpg,False,"{'address1': '126 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['126 Chambers St', 'New York, NY 10007']}",mudville9,$$,3.5,348,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/mudville9-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/13/2006,40.71524,-74.00889,10007
897,897,ecco-new-york,italian,160.15988229248947,gqFM-JsHftTRplYbPF64Kg,https://s3-media2.fl.yelpcdn.com/bphoto/hjjrWBhRryFOICV5bmh19g/o.jpg,False,"{'address1': '124 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['124 Chambers St', 'New York, NY 10007']}",ecco,$$$,4.0,117,[],https://www.yelp.com/biz/ecco-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/13/2007,40.715129,-74.008865,10007
898,898,b-flat-new-york,lounges,601.175078957281,sLxHi6kOAEV6iqr45jzb_Q,https://s3-media4.fl.yelpcdn.com/bphoto/w_PErQeA1p-QFJnSzf1mGg/o.jpg,False,"{'address1': '277 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['277 Church St', 'New York, NY 10013']}",b flat,$$,4.0,335,[],https://www.yelp.com/biz/b-flat-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/31/2007,40.7185644131449,-74.0048434404755,10013
899,899,zuckers-bagels-and-smoked-fish-new-york,delis,240.06134703483616,x_oV9aGzq-lNmgPXU_tvbw,https://s3-media3.fl.yelpcdn.com/bphoto/GYDYZYPcmv3mIuk4kZT2Ng/o.jpg,False,"{'address1': '146 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['146 Chambers St', 'New York, NY 10007']}",zucker's bagels & smoked fish,$,3.0,509,"['pickup', 'delivery']",https://www.yelp.com/biz/zuckers-bagels-and-smoked-fish-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/16/2008,40.715576,-74.009849,10007
900,900,takahachi-tribeca-restaurant-new-york,sushi,313.67938663690535,9AUVb5HNQl2117Nkl7sP-Q,https://s3-media2.fl.yelpcdn.com/bphoto/iOpAbN5oCNIZ4KD4An-wrA/o.jpg,False,"{'address1': '145 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['145 Duane St', 'New York, NY 10013']}",takahachi tribeca restaurant,$$$,3.5,206,[],https://www.yelp.com/biz/takahachi-tribeca-restaurant-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/12/2006,40.71659,-74.007919,10013
901,901,da-mikele-new-york,italian,594.28875243129,6-ShONYFIM9K8HAUOhZVlw,https://s3-media2.fl.yelpcdn.com/bphoto/0Ld5H6Udi3PzS6trtb-b0g/o.jpg,False,"{'address1': '275 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['275 Church St', 'New York, NY 10013']}",da mikele,$$,4.0,319,"['pickup', 'delivery']",https://www.yelp.com/biz/da-mikele-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/23/2010,40.718477,-74.004802,10013
902,902,baked-new-york,bakeries,608.9562865407288,B9zMGNCHB7ysELjTKi4KEw,https://s3-media3.fl.yelpcdn.com/bphoto/E7h5GhFq4GrmGLMWcHVo-Q/o.jpg,False,"{'address1': '279 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['279 Church St', 'New York, NY 10013']}",baked,$$,4.0,276,[],https://www.yelp.com/biz/baked-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/6/2014,40.7186,-74.00472,10013
903,903,sarabeths-tribeca-new-york,breakfast_brunch,536.0796531482857,vQXtCgUabVsw5L1TJtnslw,https://s3-media3.fl.yelpcdn.com/bphoto/EhIF-d1f01GJ8MYF6wVX0w/o.jpg,False,"{'address1': '339 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['339 Greenwich St', 'New York, NY 10013']}",sarabeth's tribeca,$$,3.5,612,"['pickup', 'delivery']",https://www.yelp.com/biz/sarabeths-tribeca-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/10/2011,40.7183455,-74.0102912,10013
904,904,max-restaurant-new-york-5,italian,448.9261102390866,gjZpcE-X4zQOEqWQPelLgg,https://s3-media3.fl.yelpcdn.com/bphoto/f36MrHpVUACrqF8u4MbE8g/o.jpg,False,"{'address1': '181 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['181 Duane St', 'New York, NY 10013']}",max restaurant,$$,3.5,391,"['pickup', 'delivery']",https://www.yelp.com/biz/max-restaurant-new-york-5?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/5/2007,40.71755,-74.01013,10013
905,905,racines-new-york,french,103.85121317859026,EOANRwg2TqxqAJ6O7e-YNA,https://s3-media1.fl.yelpcdn.com/bphoto/99SoI2qIrhPRBNN18YFzaw/o.jpg,False,"{'address1': '94 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['94 Chambers St', 'New York, NY 10007']}",racines,$$$,3.5,107,[],https://www.yelp.com/biz/racines-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/23/2014,40.71463,-74.00752,10007
906,906,maxwells-bar-and-restaurant-new-york-2,tradamerican,170.93857221977404,xfpq6PpkYLAwIeFWQVkiGg,https://s3-media3.fl.yelpcdn.com/bphoto/txSbjnouAtEhwbJ-T2AscA/o.jpg,False,"{'address1': '59 Reade St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['59 Reade St', 'New York, NY 10007']}",maxwell's bar & restaurant,$$,4.0,108,"['pickup', 'delivery']",https://www.yelp.com/biz/maxwells-bar-and-restaurant-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/2/2011,40.7147585,-74.0064063,10007
907,907,sun-in-bloom-new-york,juicebars,149.27309474845242,V4HSR3NjcqnHnQ-UsGYrgg,https://s3-media1.fl.yelpcdn.com/bphoto/9c77rvgEpr0SAFQG7UUbfA/o.jpg,False,"{'address1': '165 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['165 Church St', 'New York, NY 10007']}",sun in bloom,$$,3.5,127,[],https://www.yelp.com/biz/sun-in-bloom-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/4/2014,40.7150394,-74.0075399,10007
908,908,two-hands-restaurant-and-bar-new-york,bars,502.2403723721941,3cC6UcOj_-FMXRBYlsXFzA,https://s3-media4.fl.yelpcdn.com/bphoto/whmXr8fSBtcmddSsTNvsOA/o.jpg,False,"{'address1': '251 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['251 Church St', 'New York, NY 10013']}",two hands restaurant & bar,$$,3.5,243,[],https://www.yelp.com/biz/two-hands-restaurant-and-bar-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/1/2016,40.71782,-74.00547,10013
909,909,a-saffron-thread-fresh-indian-new-york,indpak,94.35147388408794,G4Y3yF4UfcCNSj0JFQQVDw,https://s3-media1.fl.yelpcdn.com/bphoto/fG-DMGGroG28SnXFTZhPVw/o.jpg,False,"{'address1': '98 Chambers St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['98 Chambers St', 'New York, NY 10007']}",a saffron thread fresh indian,$$,3.5,100,"['pickup', 'delivery']",https://www.yelp.com/biz/a-saffron-thread-fresh-indian-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/18/2013,40.71461,-74.00774,10007
910,910,gigino-trattoria-new-york,italian,432.6944895315821,ZlwjT-jygnYqM5qDE0CuLQ,https://s3-media4.fl.yelpcdn.com/bphoto/c32qLASAOkMghv2aEbCKqA/o.jpg,False,"{'address1': '323 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['323 Greenwich St', 'New York, NY 10013']}",gigino trattoria,$$,3.5,230,"['pickup', 'delivery']",https://www.yelp.com/biz/gigino-trattoria-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/25/2006,40.71726,-74.01055,10013
911,911,tre-sorelle-new-york,italian,176.98392709909373,KscSF2Bnwa_wlg1MbdFjvQ,https://s3-media4.fl.yelpcdn.com/bphoto/0i2WaPbidLigiMoVlbnuvw/o.jpg,False,"{'address1': '61 Reade St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['61 Reade St', 'New York, NY 10007']}",tre sorelle,$$,3.5,126,"['pickup', 'delivery']",https://www.yelp.com/biz/tre-sorelle-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/28/2011,40.7149022072554,-74.0064939111471,10007
912,912,delimarie-new-york-2,delis,233.4613011446305,cSg6wIFrYz_iYddUSV4BVw,https://s3-media1.fl.yelpcdn.com/bphoto/79Ss0Y1YLYHeFtEK6Kt9Dg/o.jpg,False,"{'address1': '106 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['106 Duane St', 'New York, NY 10007']}",delimarie,$,4.0,97,[],https://www.yelp.com/biz/delimarie-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/17/2011,40.71541,-74.00637,10007
913,913,edwards-new-york,newamerican,354.6131903924308,Rq7B5m9nYiRRRHa8CvPDTg,https://s3-media1.fl.yelpcdn.com/bphoto/E4mVvRMazE9FVDilvPq-9w/o.jpg,False,"{'address1': '136 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['136 W Broadway', 'New York, NY 10013']}",edward's,$$,3.5,209,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/edwards-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/9/2006,40.716972,-74.008369,10013
914,914,the-palm-tribeca-new-york-2,steak,492.86759227913086,Mr_ROnIINTdHLWrCcb2z4g,https://s3-media2.fl.yelpcdn.com/bphoto/3AYNnSWKuUKP5fMIhGdx4w/o.jpg,False,"{'address1': '206 West St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10282', 'country': 'US', 'state': 'NY', 'display_address': ['206 West St', 'New York, NY 10282']}",the palm tribeca,$$$$,3.5,253,"['pickup', 'delivery']",https://www.yelp.com/biz/the-palm-tribeca-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/30/2008,40.716536312364,-74.012791062411,10282
915,915,monk-mcginns-new-york,newamerican,141.09854067663503,F-QQCnbsw48dfx4qVf-WoQ,https://s3-media1.fl.yelpcdn.com/bphoto/ircvXTAPB6emGuy8bo00wA/o.jpg,False,"{'address1': '57 Murray St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['57 Murray St', 'New York, NY 10007']}",monk mcginn's,,4.5,27,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/monk-mcginns-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/16/2018,40.71432,-74.00972,10007
916,916,dirty-bird-to-go-new-york-2,newamerican,289.447298498664,V7DgLgASnU7s0GuiN4dV8A,https://s3-media3.fl.yelpcdn.com/bphoto/pi2EfuUtEwfUAG1AuARp1A/o.jpg,False,"{'address1': '155 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['155 Chambers St', 'New York, NY 10007']}",dirty bird to go,$$,3.5,166,"['pickup', 'delivery']",https://www.yelp.com/biz/dirty-bird-to-go-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/18/2012,40.71599,-74.01004,10007
917,917,rosa-mexicano-new-york-10,mexican,96.42393738749693,hlc6c-3N_rOvO_XwOGEYRw,https://s3-media1.fl.yelpcdn.com/bphoto/NZTgjvFl_lxejh3m56VO9g/o.jpg,False,"{'address1': '41 Murray St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['41 Murray St', 'New York, NY 10007']}",rosa mexicano,$$,3.0,137,[],https://www.yelp.com/biz/rosa-mexicano-new-york-10?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/4/2016,40.7141113543271,-74.0092619508505,10007
