,level_0,alias,category,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,oldest_review,latitude,longitude,zipcode
156,156,wogies-bar-and-grill-new-york,tradamerican,366.5150473719768,jQZu0WdLBYQZpdx3FDiOwQ,https://s3-media4.fl.yelpcdn.com/bphoto/IYHeDlUv2SxEoXm4V45XEQ/o.jpg,False,"{'address1': '44 Trinity Pl', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['44 Trinity Pl', 'New York, NY 10006']}",wogies bar and grill,$$,3.5,109,"['delivery', 'pickup']",https://www.yelp.com/biz/wogies-bar-and-grill-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/9/2014,40.70723,-74.01342,10006
157,157,essen-new-york-3,delis,113.13163135367338,SaVBP5ompofkzz4FywdYZQ,https://s3-media3.fl.yelpcdn.com/bphoto/AWWSo3h_O82eo_b8rIox5w/o.jpg,False,"{'address1': '100 Broad St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['100 Broad St', 'New York, NY 10004']}",essen,$$,3.0,119,"['delivery', 'pickup']",https://www.yelp.com/biz/essen-new-york-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/12/2016,40.7034525226977,-74.0120809525251,10004
158,158,georgio-pizzeria-new-york-2,pizza,128.06584901376334,Y7-Ko38e6vwoiCfGn1xEJA,https://s3-media1.fl.yelpcdn.com/bphoto/JUM6d60N2n1TpZsK03TTyQ/o.jpg,False,"{'address1': '20 Beaver St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['20 Beaver St', 'New York, NY 10004']}",georgio pizzeria,$,3.0,107,"['delivery', 'pickup']",https://www.yelp.com/biz/georgio-pizzeria-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/19/2008,40.7048147,-74.0122796,10004
159,159,sprinkles-cupcakes-new-york-2,bakeries,1023.1839077530608,obFMHzfvGFqrK123uU0wmQ,https://s3-media1.fl.yelpcdn.com/bphoto/vx3OfX_TajwADij6TfZeDw/o.jpg,False,"{'address1': '225 Liberty St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10286', 'country': 'US', 'state': 'NY', 'display_address': ['225 Liberty St', 'New York, NY 10286']}",sprinkles cupcakes,$$,4.0,148,[],https://www.yelp.com/biz/sprinkles-cupcakes-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/31/2014,40.712951,-74.015695,10286
160,160,ningbo-cafe-new-york-2,shanghainese,603.3141427737119,lSrdxUNxyMgh5YU903JUiw,https://s3-media2.fl.yelpcdn.com/bphoto/eNAoxi_4GnxNKdxtrWz6LQ/o.jpg,False,"{'address1': '21 S End Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10280', 'country': 'US', 'state': 'NY', 'display_address': ['21 S End Ave', 'New York, NY 10280']}",ningbo cafe,$$,4.0,121,"['delivery', 'pickup']",https://www.yelp.com/biz/ningbo-cafe-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/15/2016,40.70814,-74.01779,10280
161,161,inatteso-cafe-casano-new-york,italian,420.10456176354415,C5wHXhhX7mjDSA-RJ0AiLg,https://s3-media3.fl.yelpcdn.com/bphoto/Qk1kK9KoWbz6LNvDdgiEgg/o.jpg,False,"{'address1': '38 West St', 'address2': '', 'address3': 'Battery Park', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['38 West St', 'Battery Park', 'New York, NY 10004']}",inatteso cafe casano,$,4.0,82,[],https://www.yelp.com/biz/inatteso-cafe-casano-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/20/2010,40.7064411460336,-74.0169924848933,10004
162,162,le-district-new-york,french,991.6104566655456,QvQilClGyuKFz08TBsoJNA,https://s3-media2.fl.yelpcdn.com/bphoto/e3bJlc3e_43c9qBWKWLd1g/o.jpg,False,"{'address1': '225 Liberty St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10281', 'country': 'US', 'state': 'NY', 'display_address': ['225 Liberty St', 'New York, NY 10281']}",le district,$$,3.5,442,[],https://www.yelp.com/biz/le-district-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/27/2015,40.7126473617984,-74.0157784596443,10281
163,163,manhattan-proper-new-york,sportsbars,1134.3778135934508,yoPMDATGXh_8NR7I0SW1gw,https://s3-media1.fl.yelpcdn.com/bphoto/vBzyXtdePX-C60S-Dc0pgw/o.jpg,False,"{'address1': '6 Murray St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['6 Murray St', 'New York, NY 10007']}",manhattan proper,$$,3.5,222,"['delivery', 'pickup']",https://www.yelp.com/biz/manhattan-proper-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/9/2012,40.713341940631,-74.0080507346,10007
164,164,r-and-r-coffee-new-york,coffee,855.919198937814,l29pVn4RfU9xYMggiIVOcg,https://s3-media4.fl.yelpcdn.com/bphoto/3Urz84pVFNEqdffYuV8rQQ/o.jpg,False,"{'address1': '76 Fulton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['76 Fulton St', 'New York, NY 10038']}",r & r coffee,$,4.0,181,[],https://www.yelp.com/biz/r-and-r-coffee-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/2/2012,40.7089119,-74.0054779,10038
165,165,cedar-local-new-york,cocktailbars,559.8168179690937,6ZYJ5iiTi6KqRCOigqY7iw,https://s3-media3.fl.yelpcdn.com/bphoto/CtrarVDqr4EFgRDvfxjXig/o.jpg,False,"{'address1': '25 Cedar St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['25 Cedar St', 'New York, NY 10005']}",cedar local,$$,4.0,107,[],https://www.yelp.com/biz/cedar-local-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/29/2014,40.7068528,-74.0076058,10005
166,166,becketts-bar-and-grill-new-york,pubs,247.0070857197691,o3l8CcisNgu10SQB-rRATw,https://s3-media1.fl.yelpcdn.com/bphoto/b9010d3BqbaD5JUn7NU2pg/o.jpg,False,"{'address1': '81 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['81 Pearl St', 'New York, NY 10004']}",beckett's bar & grill,$$,3.0,188,"['delivery', 'pickup']",https://www.yelp.com/biz/becketts-bar-and-grill-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/22/2008,40.70413,-74.01034,10004
167,167,aroma-espresso-bar-new-york-4,coffee,1047.0930640184038,jJqZrvbMK6CAft44m7UPFA,https://s3-media1.fl.yelpcdn.com/bphoto/3Z6iM9Hh0vW-n861gPTFXA/o.jpg,False,"{'address1': '100 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['100 Church St', 'New York, NY 10007']}",aroma espresso bar,$$,3.5,301,"['delivery', 'pickup']",https://www.yelp.com/biz/aroma-espresso-bar-new-york-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/10/2012,40.7130021842013,-74.0099036917633,10007
168,168,the-cinnamon-snail-new-york-9,vegan,543.8411272567712,tdhz1FN3OdTxdDkLljySJA,https://s3-media2.fl.yelpcdn.com/bphoto/Jl16j-soMJXd-D18IKChgA/o.jpg,False,"{'address1': '70 Pine St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10270', 'country': 'US', 'state': 'NY', 'display_address': ['70 Pine St', 'New York, NY 10270']}",the cinnamon snail,$$,4.5,54,[],https://www.yelp.com/biz/the-cinnamon-snail-new-york-9?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/7/2017,40.7065047,-74.0077715,10270
169,169,josephs-restaurant-new-york-112,italian,326.11884716843656,G-b9kvnRh0pLi4fsdcmwjg,https://s3-media2.fl.yelpcdn.com/bphoto/mf0oFdQYGqOAaf97DWwT8g/o.jpg,False,"{'address1': '3 Hanover Square', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['3 Hanover Square', 'New York, NY 10004']}",joseph's restaurant,$$,4.0,65,"['delivery', 'pickup']",https://www.yelp.com/biz/josephs-restaurant-new-york-112?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/15/2007,40.70499,-74.00961,10004
170,170,primary-new-york-2,sharedofficespaces,170.42432992193844,zJuu8c-R3w0xs5hTi9qwpg,https://s3-media1.fl.yelpcdn.com/bphoto/kxmyoTiOr6wUYAA6RoUgPw/o.jpg,False,"{'address1': '26 Broadway', 'address2': 'Fl 8', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['26 Broadway', 'Fl 8', 'New York, NY 10004']}",primary,$$$$,5.0,10,[],https://www.yelp.com/biz/primary-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/20/2016,40.70546,-74.01287,10004
171,171,bareburger-new-york-19,burgers,883.1843706077715,N9tNC3T5JMCAaS-paP6jrA,https://s3-media1.fl.yelpcdn.com/bphoto/nz2i5Cd4Y5zA-AkYyMkYRA/o.jpg,False,"{'address1': '155 William St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['155 William St', 'New York, NY 10038']}",bareburger,$$,3.5,371,"['delivery', 'pickup']",https://www.yelp.com/biz/bareburger-new-york-19?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/26/2014,40.7098875,-74.0063175,10038
172,172,king-souvlaki-astoria-2,greek,10110.827292742924,7KN1q3ssjWoEnT_ggW09IA,https://s3-media2.fl.yelpcdn.com/bphoto/dj-ntwlTIBPUKO3VC3liUw/o.jpg,False,"{'address1': '31 St And 31 Ave', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31 St And 31 Ave', 'Astoria, NY 11106']}",king souvlaki,$,4.5,225,[],https://www.yelp.com/biz/king-souvlaki-astoria-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/8/2012,40.7643238363402,-73.9235472679138,11106
173,173,mighty-quinns-barbeque-new-york-4,bbq,978.4145842353661,pasWmob-dg6RkqETkO7RWA,https://s3-media2.fl.yelpcdn.com/bphoto/pype837pN4W5dVD8qN8jeA/o.jpg,False,"{'address1': '225 Liberty St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10281', 'country': 'US', 'state': 'NY', 'display_address': ['225 Liberty St', 'New York, NY 10281']}",mighty quinn's barbeque,$$,3.5,223,['delivery'],https://www.yelp.com/biz/mighty-quinns-barbeque-new-york-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/2/2014,40.712545,-74.0156618,10281
174,174,view-of-the-world-terrace-club-new-york,newamerican,662.2087431565402,T_d-JdVD-DVl4DzWqQk9DQ,https://s3-media3.fl.yelpcdn.com/bphoto/OydGg0ISRgUKfexgGkUZ4w/o.jpg,False,"{'address1': '144 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['144 Washington St', 'New York, NY 10006']}",view of the world terrace club,$$,4.0,120,[],https://www.yelp.com/biz/view-of-the-world-terrace-club-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/20/2013,40.7098701,-74.013926,10006
175,175,st-george-tavern-new-york-3,french,493.0700180913078,sMDm_LwAvZd0w7NIpk8rZg,https://s3-media1.fl.yelpcdn.com/bphoto/XbdQy09qAdO_Ttjy6c-C_w/o.jpg,False,"{'address1': '103 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['103 Washington St', 'New York, NY 10006']}",st. george tavern,$$,4.0,97,"['delivery', 'pickup']",https://www.yelp.com/biz/st-george-tavern-new-york-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/11/2014,40.70838,-74.01408,10006
176,176,aroy-dee-thai-kitchen-new-york,thai,737.4917747786963,yA29ur97O7B6kYr1g5IoAw,https://s3-media1.fl.yelpcdn.com/bphoto/Q2rGS9bosrJoAEL_3tkekw/o.jpg,False,"{'address1': '20 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['20 John St', 'New York, NY 10038']}",aroy dee thai kitchen,$,3.5,324,"['delivery', 'pickup']",https://www.yelp.com/biz/aroy-dee-thai-kitchen-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/3/2013,40.7096786,-74.0089569,10038
177,177,stickys-finger-joint-new-york-7,newamerican,696.4113749715863,92vOHinyRpz2GI_clH8-uQ,https://s3-media2.fl.yelpcdn.com/bphoto/Vk0_iSe_5XX77AV-ezH2yg/o.jpg,False,"{'address1': '21 Maiden Ln', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['21 Maiden Ln', 'New York, NY 10038']}",sticky's finger joint,$$,4.0,109,"['delivery', 'pickup']",https://www.yelp.com/biz/stickys-finger-joint-new-york-7?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/24/2017,40.7093087362013,-74.0090160288361,10038
178,178,the-irish-american-new-york-2,irish_pubs,787.4515446285545,FgsN_18sk15FcTnYY3Ghjg,https://s3-media2.fl.yelpcdn.com/bphoto/JK_Nk40_PaodJUtmrxZPtg/o.jpg,False,"{'address1': '17 John St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['17 John St', 'New York, NY 10038']}",the irish american,$$,3.5,222,"['delivery', 'pickup']",https://www.yelp.com/biz/the-irish-american-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/21/2011,40.71015,-74.008781,10038
179,179,my-bellys-playlist-new-york,sandwiches,446.9893556514252,HxDNGuejxnYLUP45pYRJ1w,https://s3-media4.fl.yelpcdn.com/bphoto/MREySldlEuDtalCYvhUIig/o.jpg,False,"{'address1': '87 Washington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['87 Washington St', 'New York, NY 10006']}",my belly's playlist,$$,3.5,107,"['delivery', 'pickup']",https://www.yelp.com/biz/my-bellys-playlist-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/31/2012,40.7078501969411,-74.0144698760792,10006
180,180,sandras-food-spot-cart-new-york,puertorican,566.0074760927906,RSIboJc3I_PAMuJ058GmrA,https://s3-media2.fl.yelpcdn.com/bphoto/T-uedcFcPtEvTp1w9OIQqw/o.jpg,False,"{'address1': 'Nassua St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['Nassua St', 'New York, NY 10005']}",sandra's food spot cart,$,4.5,29,[],https://www.yelp.com/biz/sandras-food-spot-cart-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/28/2012,40.7082305151118,-74.0096569061279,10005
181,181,fearless-girl-new-york,publicart,192.8863356303256,FISagdGlu04IIZL6d1Y7nQ,https://s3-media1.fl.yelpcdn.com/bphoto/M7Hd_kUpg4E1snW6BM1aOA/o.jpg,False,"{'address1': 'Broadway & Morris St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['Broadway & Morris St', 'New York, NY 10004']}",fearless girl,,5.0,12,[],https://www.yelp.com/biz/fearless-girl-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/28/2017,40.7056683487662,-74.013380902205,10004
182,182,frites-n-meats-new-york-6,burgers,1159.1071541912975,34zyzLqKbwSqCnF2vMtIRA,https://s3-media2.fl.yelpcdn.com/bphoto/Nu6P1rmwGAMXCi8FDUM9ig/o.jpg,False,"{'address1': '', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY']}",frites 'n' meats,$$,4.0,179,[],https://www.yelp.com/biz/frites-n-meats-new-york-6?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/29/2009,40.71455,-74.00714,
183,183,ryan-maguires-ale-house-new-york,pubs,826.5703349584751,W_o2Hu_L53VQTpb5q29Kuw,https://s3-media3.fl.yelpcdn.com/bphoto/pIu73L99UBqUsMYS-0TpqQ/o.jpg,False,"{'address1': '28 Cliff St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['28 Cliff St', 'New York, NY 10038']}",ryan maguire's ale house,$$,4.0,128,"['delivery', 'pickup']",https://www.yelp.com/biz/ryan-maguires-ale-house-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/1/2008,40.70806,-74.0051,10038
184,184,augustine-new-york,french,993.9236381581417,FyFeyjndrXHDnN-z9-qv_w,https://s3-media1.fl.yelpcdn.com/bphoto/nwUZSeNgm4udms5nbWvyaw/o.jpg,False,"{'address1': '5 Beekman St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['5 Beekman St', 'New York, NY 10038']}",augustine,$$$,3.5,182,[],https://www.yelp.com/biz/augustine-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/4/2016,40.7114261767565,-74.0068266981476,10038
185,185,menya-jiro-fidi-new-york,ramen,794.9246671896665,z_yu_Qo1xTLeYPBqBM5igA,https://s3-media3.fl.yelpcdn.com/bphoto/a4LRwkhczd3f5_IVgmln3A/o.jpg,False,"{'address1': '123 William St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['123 William St', 'New York, NY 10038']}",menya jiro- fidi,$$,4.0,106,"['delivery', 'pickup']",https://www.yelp.com/biz/menya-jiro-fidi-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/8/2017,40.70933,-74.00714,10038
186,186,11-hanover-greek-new-york,greek,399.82111055727256,upJ9H46PS9mikHto0BNLDA,https://s3-media1.fl.yelpcdn.com/bphoto/5kTLiYfMlrWs_qhDKXrmSw/o.jpg,False,"{'address1': '11 Hanover Sq', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['11 Hanover Sq', 'New York, NY 10005']}",11 hanover greek,$$$,3.5,75,"['delivery', 'pickup']",https://www.yelp.com/biz/11-hanover-greek-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/7/2016,40.705264,-74.008854,10005
187,187,giardino-d-oro-new-york,italian,649.0362390000305,wUoLj0v2cJ9T4mgebQqoZw,https://s3-media3.fl.yelpcdn.com/bphoto/iKQnVzeGc-AFKu0qhG6IRw/o.jpg,False,"{'address1': '5 Gold St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['5 Gold St', 'New York, NY 10038']}",giardino d'oro,$$$,4.0,84,[],https://www.yelp.com/biz/giardino-d-oro-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/18/2009,40.70758,-74.00715,10038
188,188,d-elici-new-york,salad,762.7444898495154,XSvT4-d8mDeXBJDoG7pZHw,https://s3-media2.fl.yelpcdn.com/bphoto/EGYZZYh03tbUINEP-9GiOQ/o.jpg,False,"{'address1': '71 Nassau St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['71 Nassau St', 'New York, NY 10038']}",d elici,$,4.0,95,"['delivery', 'pickup']",https://www.yelp.com/biz/d-elici-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/1/2014,40.7097126477894,-74.0083819832646,10038
189,189,steves-pizza-new-york-2,pizza,626.5934620505741,bwmq1FbMg1QiQ7g5v-wCIA,https://s3-media3.fl.yelpcdn.com/bphoto/PV5GW7Wr8l8CKeLaueK7ZQ/o.jpg,False,"{'address1': '110 Trinity Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['110 Trinity Pl', 'New York, NY 10006']}",steve's pizza,$,3.5,147,[],https://www.yelp.com/biz/steves-pizza-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/27/2009,40.7094905934402,-74.0120095387101,10006
190,190,fuku-new-york-13,comfortfood,587.0866990917442,p78LDlztKCqlZT_90lDFYA,https://s3-media4.fl.yelpcdn.com/bphoto/X6r3OYI_FwhWZ77HEXkljw/o.jpg,False,"{'address1': '110 Wall St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['110 Wall St', 'New York, NY 10005']}",fuku,$$,3.5,125,['delivery'],https://www.yelp.com/biz/fuku-new-york-13?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/19/2017,40.70478,-74.00652,10005
191,191,bao-bao-cafe-new-york-3,noodles,511.4170728132048,k8GFfCXO2FIIJIo0ICYSRA,https://s3-media2.fl.yelpcdn.com/bphoto/pjJHmOiblI-oVf6NBjgL9g/o.jpg,False,"{'address1': '106 Greenwich St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['106 Greenwich St', 'New York, NY 10006']}",bao bao cafe,$,4.0,69,"['delivery', 'pickup']",https://www.yelp.com/biz/bao-bao-cafe-new-york-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/3/2018,40.70854,-74.01367,10006
192,192,taste-of-tokyo-new-york,japanese,329.82314723209447,UqR0FxuZ5VPSYL5N4bbxMw,https://s3-media2.fl.yelpcdn.com/bphoto/sBJAm-nLu6Npnm2toMBRIg/o.jpg,False,"{'address1': '60 Beaver St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['60 Beaver St', 'New York, NY 10004']}",taste of tokyo,$$,3.0,135,"['delivery', 'pickup']",https://www.yelp.com/biz/taste-of-tokyo-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/29/2007,40.70512,-74.00967,10004
193,193,manon-café-new-york-2,coffee,551.9241548314535,j8qdGKAOq6Jz9B3pZsBqDw,https://s3-media3.fl.yelpcdn.com/bphoto/vUU612FfD_lijH8uJWxLpQ/o.jpg,False,"{'address1': '120 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10271', 'country': 'US', 'state': 'NY', 'display_address': ['120 Broadway', 'New York, NY 10271']}",manon café,$,4.5,44,[],https://www.yelp.com/biz/manon-caf%C3%A9-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/25/2008,40.7085915,-74.0108032,10271
