,category_afghani,category_african,category_aquariumservices,category_arcades,category_argentine,category_artmuseums,category_asianfusion,category_australian,category_bagels,category_bakeries,category_bars,category_basque,category_bbq,category_beerbar,category_belgian,category_bookstores,category_bowling,category_brazilian,category_breakfast_brunch,category_british,category_bubbletea,category_buffets,category_burgers,category_cafes,category_cafeteria,category_cajun,category_cambodian,category_cantonese,category_caribbean,category_catering,category_champagne_bars,category_cheese,category_cheesesteaks,category_chicken_wings,category_chickenshop,category_chinese,category_chocolate,category_cigarbars,category_cocktailbars,category_coffee,category_coffeeroasteries,category_comedyclubs,category_comfortfood,category_convenience,category_creperies,category_cuban,category_cupcakes,category_customcakes,category_danceclubs,category_delis,category_desserts,category_dimsum,category_diners,category_divebars,category_dominican,category_donuts,category_egyptian,category_empanadas,category_ethiopian,category_eventplanning,category_falafel,category_filipino,category_fishnchips,category_fondue,category_food_court,category_fooddeliveryservices,category_foodstands,category_foodtrucks,category_french,category_gastropubs,category_gaybars,category_gelato,category_german,category_gluten_free,category_golf,category_golflessons,category_gourmet,category_greek,category_grocery,category_haitian,category_halal,category_hawaiian,category_healthmarkets,category_hennaartists,category_hiking,category_hobbyshops,category_hookah_bars,category_hotdog,category_hotdogs,category_hotels,category_hotpot,category_icecream,category_indpak,category_irish,category_irish_pubs,category_italian,category_izakaya,category_japacurry,category_japanese,category_jazzandblues,category_juicebars,category_karaoke,category_kebab,category_korean,category_kosher,category_landmarks,category_latin,category_lebanese,category_libraries,category_localflavor,category_lounges,category_macarons,category_mags,category_malaysian,category_meats,category_mediterranean,category_mexican,category_mideastern,category_modern_european,category_moroccan,category_museums,category_musicvenues,category_newamerican,category_newmexican,category_noodles,category_pakistani,category_panasian,category_parks,category_persian,category_peruvian,category_pianobars,category_pizza,category_poke,category_polish,category_poolhalls,category_portuguese,category_publicart,category_pubs,category_rafting,category_ramen,category_russian,category_salad,category_sandwiches,category_scandinavian,category_seafood,category_seafoodmarkets,category_shanghainese,category_shavedice,category_shoppingcenters,category_soulfood,category_soup,category_southern,category_spanish,category_speakeasies,category_sports_clubs,category_sportsbars,category_steak,category_streetvendors,category_sushi,category_szechuan,category_tacos,category_taiwanese,category_tapas,category_tapasmallplates,category_tea,category_tex-mex,category_thai,category_theater,category_tours,category_tradamerican,category_turkish,category_tuscan,category_vegan,category_vegetarian,category_venezuelan,category_venues,category_vietnamese,category_waffles,category_walkingtours,category_whiskeybars,category_wine_bars,category_zoos,rent
2012-09-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.05263157894736836,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.032786885245901676,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.015151515151515138,,0.0,0.0,0.0,0.0,0.0,,0.050000000000000044,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.022471910112359605,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.04166666666666674,0.0,0.0,,0.0,0.0,0.0,0.0,0.040000000000000036,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01924195988672084
2012-10-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.04651162790697683,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.040000000000000036,0.09090909090909083,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.04761904761904767,0.0,0.0,0.0,,0.0,0.0,0.05555555555555558,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.04395604395604402,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102555,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333344,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03846153846153855,,inf,0.04081632653061229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005062231187911603
2012-11-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.11111111111111116,0.031746031746031855,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.014925373134328401,,0.0,0.0,0.0,0.0,0.0,,0.09090909090909083,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.021052631578947434,,0.0,0.0,,0.0,,0.5,,0.01538461538461533,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129004,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014728385615914275
2012-12-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.04166666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.10000000000000009,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.022222222222222143,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.5,0.0,,0.0,0.0,0.08333333333333326,0.0,0.022058823529411686,,0.0,0.0,0.0,0.0,0.0,,0.04166666666666674,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.026315789473684292,0.0,,,0.0,0.0,0.020618556701030855,,0.0,0.0,,0.0,inf,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736836,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022481071636575423
2013-01-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03125,0.10526315789473695,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.19999999999999996,,0.0,0.0,0.0,0.0,,0.0,0.0,0.026315789473684292,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.010101010101010166,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.05555555555555558,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.03703703703703698,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002899586908166385
2013-02-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,,0.0,0.030303030303030276,0.0,0.0,0.0,0.5,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.01538461538461533,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.19999999999999996,0.007194244604316502,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.16666666666666674,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.020000000000000018,,0.0,0.0,,0.0,0.0,0.0,,0.015151515151515138,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.040000000000000036,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012866988009401337
2013-03-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.045454545454545414,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03846153846153855,0.0,0.0,0.014285714285714235,,0.0,0.022222222222222143,0.0,0.0,0.0,,0.040000000000000036,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,inf,0.0,0.0,0.019607843137254832,,0.0,0.0,,0.0,0.0,0.0,,0.014925373134328401,,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03846153846153855,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,-0.0077481840193703855
2013-04-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.050000000000000044,0.0,0.0,0.0,0.02898550724637672,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.04347826086956519,0.0,0.0,0.0,,0.03846153846153855,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.02941176470588225,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.019607843137254832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011957052220595177
2013-05-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.019230769230769162,0.026315789473684292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02941176470588225,0.0,0.0,0.0,0.33333333333333326,,0.0,0.0,0.0,0.0,0.0,0.25,,0.0,0.0,0.0,0.0,0.04225352112676051,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.10000000000000009,0.0,inf,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03703703703703698,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.009615384615384581,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02499999999999991,0.0,0.04761904761904767,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.0,1.0,0.0,0.0,0.0714285714285714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008480025721405271
2013-06-01,0.0,0.0,0.0,,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.0,inf,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.19999999999999996,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.02564102564102555,0.0,0.0,,0.0,0.125,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.014705882352941124,,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03703703703703698,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904767,0.0,-0.004503247917746034
2013-07-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.013513513513513598,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.125,0.0,0.0,0.0,0.007042253521126751,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00952380952380949,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.024390243902439046,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,0.0,0.0,,0.19999999999999996,0.0,0.0,0.0,0.03333333333333344,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,-0.011889511609287307
2013-08-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.018867924528301883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.09090909090909083,0.026666666666666616,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03571428571428581,0.0,0.0,0.0,,0.0,0.08333333333333326,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.02499999999999991,0.0,0.0,,0.0,0.0,0.02564102564102555,0.0,,0.0,0.0,0.0,0.009433962264151052,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999996,0.0,,0.0,0.0,0.0,0.0,0.032258064516129004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029169874002348273
2013-09-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04761904761904767,0.0,,0.0,0.0,0.04761904761904767,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.04761904761904767,0.0,0.0,0.0,0.01298701298701288,0.0,,,0.0,0.0,0.0,inf,,0.0,0.03333333333333344,0.08333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006993006993007089,,0.0,0.019230769230769162,0.0,0.0,0.0,,0.03703703703703698,0.0,0.0,0.0,,0.0,0.0,0.024390243902439046,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.01869158878504673,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008079175924055715
2013-10-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.018181818181818077,0.050000000000000044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02857142857142847,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.08333333333333326,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.33333333333333326,,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.06896551724137923,0.0,0.0,0.01388888888888884,,0.0,0.0,0.0,0.0,0.0,,0.03571428571428581,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.00917431192660545,,0.0,0.0,,0.0,0.0,0.0,,0.01449275362318847,,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.10000000000000009,0.023809523809523725,0.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.03846153846153855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006050891604888808
2013-11-01,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.03571428571428581,0.04761904761904767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.045454545454545414,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.15384615384615374,0.03846153846153855,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.25,,0.09090909090909083,0.0,0.04347826086956519,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,inf,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.1428571428571428,,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.02499999999999991,0.0,,0.0,0.0,0.0,0.036363636363636376,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0185185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00979680696661811
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666674,0.0,0.0,,0.0,0.0,0.04347826086956519,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.09090909090909083,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.032258064516129004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.19999999999999996,,0.0,0.0,0.02083333333333326,0.25,0.0,0.0,0.0,inf,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006849315068493178,,0.0,0.018867924528301883,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.023809523809523725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.00877192982456143,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.02857142857142847,0.0,0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005310017167724723
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,,0.0,,0.0,,0.0,0.16666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.006802721088435382,,0.0,0.0,0.0,0.0,0.16666666666666674,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173912993,,0.0,0.0,inf,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488413,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.05263157894736836,0.03125,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.018181818181818077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009134233518665602
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02777777777777768,0.08333333333333326,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.012345679012345734,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.032258064516129004,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439046,0.0,0.0,0.0,0.0,0.0,0.008620689655172376,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030276,0.0,0.1071428571428572,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016032064128257417
