,alias,category,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,oldest_review,latitude,longitude,zipcode
1882,gregorys-coffee-new-york-17,coffee,770.8415570782913,lgNYgPhG_LsBPUSy2qRgcA,https://s3-media1.fl.yelpcdn.com/bphoto/9nLMfzd5UZOCKPErRC8BTw/o.jpg,False,"{'address1': '20 E 40th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['20 E 40th St', 'New York, NY 10016']}",gregorys coffee,$,4.0,68,[],https://www.yelp.com/biz/gregorys-coffee-new-york-17?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/3/2015,40.75157,-73.98059,10016
1883,mighty-quinns-barbeque-new-york-12,bbq,162.4356692443116,8I-JjBUtrGXGTdJRSQotVw,https://s3-media1.fl.yelpcdn.com/bphoto/6dLVFl_0csxpzi6a0X_C7w/o.jpg,False,"{'address1': '1407 Broadway', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['1407 Broadway', 'New York, NY 10018']}",mighty quinn's barbeque,$$,3.5,54,['delivery'],https://www.yelp.com/biz/mighty-quinns-barbeque-new-york-12?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/20/2017,40.7533948,-73.987599,10018
1884,gregorys-coffee-new-york-12,coffee,990.3870779873396,4RRaroFBdXjQTS_1_7FDsg,https://s3-media2.fl.yelpcdn.com/bphoto/lZW--vwS_ku8iEgHiODonw/o.jpg,False,"{'address1': '48 E 33rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['48 E 33rd St', 'New York, NY 10016']}",gregory's coffee,$$,4.0,93,[],https://www.yelp.com/biz/gregorys-coffee-new-york-12?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/25/2014,40.7467398,-73.9829561,10016
1885,broadway-new-york-2,landmarks,384.5868165005918,o7nWE2HI3qqi7wqGNYnwvg,https://s3-media2.fl.yelpcdn.com/bphoto/TaYlyB7lYCPGRuyGUqNTfg/o.jpg,False,"{'address1': '1052 Avenue Of The Americ', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['1052 Avenue Of The Americ', 'New York, NY 10018']}",broadway,,4.0,32,[],https://www.yelp.com/biz/broadway-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/31/2008,40.753330886364,-73.985136821866,10018
1886,lukes-lobster-garment-district-new-york,seafood,152.78899709249583,W45PNquvdkIeedQ9LOLHUQ,https://s3-media2.fl.yelpcdn.com/bphoto/_FCOD7XpSeC9QyCK4kAIOw/o.jpg,False,"{'address1': '1407 Broadway', 'address2': 'Space 8', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['1407 Broadway', 'Space 8', 'New York, NY 10018']}",luke's lobster garment district,$$,4.0,25,"['pickup', 'delivery']",https://www.yelp.com/biz/lukes-lobster-garment-district-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/30/2017,40.75353,-73.98777,10018
1887,sichuan-manor-new-york-3,chinese,507.58682249837716,croh2zWlbPyCQTNS11klcg,https://s3-media2.fl.yelpcdn.com/bphoto/QcWywXc47siclZkYCsxJnQ/o.jpg,False,"{'address1': '258 W 44th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['258 W 44th St', 'New York, NY 10036']}",sichuan manor,$$,3.5,93,"['pickup', 'delivery', 'restaurant_reservation']",https://www.yelp.com/biz/sichuan-manor-new-york-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/22/2018,40.7581711239604,-73.9883149042726,10036
1888,frankie-boys-pizza-new-york,pizza,222.5035268921577,y711WFkVb70bTD0aO0xG5Q,https://s3-media1.fl.yelpcdn.com/bphoto/cwM9oSXkOnDPh1K29IZ-FA/o.jpg,False,"{'address1': '1367 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['1367 Broadway', 'New York, NY 10018']}",frankie boy's pizza,$,3.5,54,"['pickup', 'delivery']",https://www.yelp.com/biz/frankie-boys-pizza-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,6/28/2017,40.75214,-73.98782,10018
1889,rainbow-room-new-york-2,newamerican,1036.41844920455,GLcrOZhVkSKevVIn-KeD1g,https://s3-media2.fl.yelpcdn.com/bphoto/AxMHKszGVJIf2fOidLkoFg/o.jpg,False,"{'address1': '30 Rockefeller Plz', 'address2': 'Fl 65', 'address3': '', 'city': 'New York', 'zip_code': '10112', 'country': 'US', 'state': 'NY', 'display_address': ['30 Rockefeller Plz', 'Fl 65', 'New York, NY 10112']}",rainbow room,$$$$,3.5,230,[],https://www.yelp.com/biz/rainbow-room-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/12/2005,40.7589632,-73.9793374,10112
1890,love-sculpture-new-york,publicart,1416.5477876574487,Mq8rc06FdHKRAbtaYUXt8w,https://s3-media3.fl.yelpcdn.com/bphoto/tzzIyD1vVBZGgyGS5r7HQw/o.jpg,False,"{'address1': '1359 Ave Of The Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['1359 Ave Of The Americas', 'New York, NY 10019']}",love sculpture,,4.5,90,[],https://www.yelp.com/biz/love-sculpture-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,1/10/2011,40.763158183256,-73.9782295443495,10019
1891,homefront-deli-new-york-2,delis,883.6283734959744,Phmh-dTT3fg_Zgw4JguxIw,https://s3-media4.fl.yelpcdn.com/bphoto/Sz9WrG8G7Rd8AHK63Qz-AQ/o.jpg,False,"{'address1': '41 E 41st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['41 E 41st St', 'New York, NY 10017']}",homefront deli,$,4.0,69,['pickup'],https://www.yelp.com/biz/homefront-deli-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/11/2007,40.75207,-73.97922,10017
