,alias,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,category,oldest_review,latitude,longitude,zipcode
739,pena-herrera-playground-brooklyn,1068.7405568755084,zwNnb4VFdrSmiMdt1El2mw,https://s3-media1.fl.yelpcdn.com/bphoto/CB9QQXSWn5TDTgXuok-bgA/o.jpg,False,"{'address1': '4601 3rd Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['4601 3rd Ave', 'Brooklyn, NY 11220']}",pena herrera playground,,5.0,1,[],https://www.yelp.com/biz/pena-herrera-playground-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,parks,8/15/2018,40.64944,-74.01221,11220
740,chens-garden-new-york,1881.245496401049,ODirLf3CbYFEb1g5PK7OIw,https://s3-media1.fl.yelpcdn.com/bphoto/JZCMJ4mj6aKFXNBDiGSjjw/o.jpg,False,"{'address1': '3920 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['3920 9th Ave', 'New York, NY 11232']}",chen's garden,$,3.0,6,[],https://www.yelp.com/biz/chens-garden-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,chinese,5/17/2012,40.645653,-73.995705,11232
741,brooklyn-crush-brooklyn,1872.828627016688,H7cjg02clU0DlqO2qPQrXg,https://s3-media3.fl.yelpcdn.com/bphoto/noO_90eAjjHjfqzpj8O0rg/o.jpg,False,"{'address1': '233 37th St', 'address2': '', 'address3': 'Industry City', 'city': 'Brooklyn', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['233 37th St', 'Industry City', 'Brooklyn, NY 11232']}",brooklyn crush,,3.5,5,[],https://www.yelp.com/biz/brooklyn-crush-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,localflavor,5/5/2015,40.655867,-74.0082572,11232
742,39-taco-house-brooklyn,1881.0280741539057,6BiY2BNFIDxPy7CY1hC8LA,https://s3-media3.fl.yelpcdn.com/bphoto/mLJ9gs8K4o4ZmGVnNnA5lA/o.jpg,False,"{'address1': '3922 9th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11232', 'country': 'US', 'state': 'NY', 'display_address': ['3922 9th Ave', 'Brooklyn, NY 11232']}",39 taco house,,4.0,4,"['delivery', 'pickup']",https://www.yelp.com/biz/39-taco-house-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,tex-mex,3/27/2018,40.6455900010159,-73.9956799149513,11232
743,kevins-kitchen-brooklyn,164.90753826134417,PWTOOvRhDk3qeea4VdAxDQ,,False,"{'address1': '6007 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['6007 5th Ave', 'Brooklyn, NY 11220']}",kevin's kitchen,$,3.0,2,[],https://www.yelp.com/biz/kevins-kitchen-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,chinese,5/8/2007,40.63919,-74.01627,11220
744,bay-ridge-tajadas-colombian-restaurant-brooklyn,261.9012830727943,K0lMNmooQDzXngC10vEGrA,https://s3-media3.fl.yelpcdn.com/bphoto/09Q-aNhxG17oiohtmoobcA/o.jpg,False,"{'address1': '241 Bay Ridge Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['241 Bay Ridge Ave', 'Brooklyn, NY 11220']}",bay ridge tajada's colombian restaurant,,4.0,1,[],https://www.yelp.com/biz/bay-ridge-tajadas-colombian-restaurant-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,breakfast_brunch,5/8/2017,40.6385229,-74.0153231,11220
745,rice-roll-crepe-cart-brooklyn,261.9012830727943,YH6kPlYRiDHGelCMrFVO7A,https://s3-media4.fl.yelpcdn.com/bphoto/W3jyWhXWLSiaIKBq5rDmXg/o.jpg,False,"{'address1': '56TH St 8th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['56TH St 8th Ave', 'Brooklyn, NY 11220']}",rice roll crepe cart,,4.0,1,[],https://www.yelp.com/biz/rice-roll-crepe-cart-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,creperies,7/3/2014,40.6385229,-74.0153231,11220
746,l-and-s-bakery-brooklyn,2373.3910892695867,qy0cJrlZ4yQDi8fl12d7IQ,https://s3-media3.fl.yelpcdn.com/bphoto/a9tWEThEODGdRM3eI6aW8Q/o.jpg,False,"{'address1': '6302 New Utrecht Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['6302 New Utrecht Ave', 'Brooklyn, NY 11219']}",l & s bakery,$,3.5,6,[],https://www.yelp.com/biz/l-and-s-bakery-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,restaurants,5/22/2009,40.62524,-73.99741,11219
747,subway-brooklyn-30,110.65267074467712,u90NuZ1TljzQGe5084DvzA,https://s3-media2.fl.yelpcdn.com/bphoto/8YY57CKmb8jmqlC7gb_Mzw/o.jpg,False,"{'address1': '5817 4th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['5817 4th Ave', 'Brooklyn, NY 11220']}",subway,$,2.5,3,[],https://www.yelp.com/biz/subway-brooklyn-30?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,hotdogs,9/13/2016,40.64146,-74.01733,11220
748,lotus-leaf-rice-brooklyn,893.0141761865318,X1M4XvPxaLhwe4U1s4_26g,https://s3-media3.fl.yelpcdn.com/bphoto/mddia6OVSpaMq-kMINeZsA/o.jpg,False,"{'address1': '6201 8th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['6201 8th Ave', 'Brooklyn, NY 11220']}",lotus leaf rice,,3.0,3,[],https://www.yelp.com/biz/lotus-leaf-rice-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,dimsum,12/27/2011,40.634113,-74.010582,11220
749,q-and-l-bakery-brooklyn-2,1610.4068532341166,qN64dK1ZSqxZOwJRtEB7ow,https://s3-media2.fl.yelpcdn.com/bphoto/nz_rt-5WFyFRAbvfnssC1w/o.jpg,False,"{'address1': '6516 11th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['6516 11th Ave', 'Brooklyn, NY 11219']}",q & l bakery,$,4.0,3,[],https://www.yelp.com/biz/q-and-l-bakery-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bakeries,1/7/2013,40.628389,-74.00655,11219
750,simons-bbq-brooklyn,1208.4165366233724,VhBgSr5Db42s_rtHsbqUXA,https://s3-media4.fl.yelpcdn.com/bphoto/xwFH8Zs3B_CYz9UqN-E3tg/o.jpg,False,"{'address1': '4901 8th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['4901 8th Ave', 'Brooklyn, NY 11220']}",simon's bbq,,5.0,1,[],https://www.yelp.com/biz/simons-bbq-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,bbq,5/13/2016,40.6413994616105,-74.0026767495446,11220
751,7-eleven-brooklyn-28,2531.0378907435024,RTrkS6029is5fXjxA1UiwQ,https://s3-media4.fl.yelpcdn.com/bphoto/HdP8XGo_ASRWoKbE90mdjQ/o.jpg,False,"{'address1': '6501 New Utrecht Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11219', 'country': 'US', 'state': 'NY', 'display_address': ['6501 New Utrecht Ave', 'Brooklyn, NY 11219']}",7-eleven,$,3.0,9,[],https://www.yelp.com/biz/7-eleven-brooklyn-28?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,convenience,11/21/2012,40.6231878322232,-73.9975217600841,11219
752,margaritas-diner-brooklyn,261.9012830727943,bDQIE3WMS16Rl57NUtLEyg,,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['Brooklyn, NY 11220']}",margaritas diner,,4.0,1,[],https://www.yelp.com/biz/margaritas-diner-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,diners,1/16/2010,40.6411628723145,-74.016731262207,11220
753,d-and-r-grocery-brooklyn,2080.514110484642,0p8uhFUslQ68HBM11MtfzA,https://s3-media2.fl.yelpcdn.com/bphoto/mVeYL6A8nkGw7q71EYyb1w/o.jpg,False,"{'address1': '8101 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['8101 7th Ave', 'Brooklyn, NY 11228']}",d & r grocery,$,5.0,2,[],https://www.yelp.com/biz/d-and-r-grocery-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,grocery,12/29/2013,40.62188,-74.01962,11228
754,guerrero-food-brooklyn,271.3312112832588,P8FNMXIFsQi1HzbjrY6OsA,https://s3-media1.fl.yelpcdn.com/bphoto/q0uQ5yHDjpbMkMk9aLr1og/o.jpg,False,"{'address1': '6214 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['6214 5th Ave', 'Brooklyn, NY 11220']}",guerrero food,,4.0,1,[],https://www.yelp.com/biz/guerrero-food-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,mexican,10/3/2011,40.638199,-74.017921,11220
