,alias,distance,id,image_url,is_closed,location,name,price,rating,review_count,transactions,url,oldest_review,latitude,longitude,zipcode
107,remi-flower-and-coffee-new-york-2,7658.430091320644,U3Ueh2bHtp3DLjrdc5w5fQ,https://s3-media2.fl.yelpcdn.com/bphoto/6FksMgVVyLe38RTHByJCUw/o.jpg,False,"{'address1': '906 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['906 2nd Ave', 'New York, NY 10017']}",remi flower & coffee,$$,5.0,92,[],https://www.yelp.com/biz/remi-flower-and-coffee-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/17/2017,40.7537182,-73.9691698,10017
108,bravi-ragazzi-brooklyn,1170.7010277795987,3rGroJSZlLgL81QsQKukCA,https://s3-media3.fl.yelpcdn.com/bphoto/GFPAbHT4kEe59CLJIhxnmA/o.jpg,False,"{'address1': '570 Putnam Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['570 Putnam Ave', 'Brooklyn, NY 11221']}",bravi ragazzi,$$,3.5,65,"['pickup', 'delivery']",https://www.yelp.com/biz/bravi-ragazzi-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/17/2017,40.6853481581989,-73.9387228114849,11221
109,disos-italian-sandwich-society-new-york-2,7614.787243506923,XTSScqbNujYlE7c_nHmS1g,https://s3-media2.fl.yelpcdn.com/bphoto/_BuDtIzw-f574XVEZ7ycTA/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY 10017']}",diso's italian sandwich society,$$,4.5,152,[],https://www.yelp.com/biz/disos-italian-sandwich-society-new-york-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/29/2013,40.7527323302057,-73.9705090608521,10017
110,luv-story-bar-brooklyn,1879.1178768136635,llx_WLHxkFMVsT1w8YhICA,https://s3-media2.fl.yelpcdn.com/bphoto/rVqmoXePSD2E7SJjkY1vPQ/o.jpg,False,"{'address1': '894 Wyckoff Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['894 Wyckoff Ave', 'Brooklyn, NY 11237']}",luv story bar,$,5.0,15,[],https://www.yelp.com/biz/luv-story-bar-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/16/2017,40.69689,-73.90684,11237
111,t-roc-homestyle-cooking-brooklyn,1115.120180382982,QJzP0CCWMUbygdbiH-mVxw,https://s3-media4.fl.yelpcdn.com/bphoto/w1pYAFswK-nkFJBtiuHDpg/o.jpg,False,"{'address1': '194 Ralph Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['194 Ralph Ave', 'Brooklyn, NY 11233']}",t roc homestyle cooking,$$,3.5,50,"['pickup', 'delivery']",https://www.yelp.com/biz/t-roc-homestyle-cooking-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/5/2014,40.6832611,-73.9229638,11233
112,periscope-coffee-on-pearl-street-new-york-4,6953.488066011042,FFOfIf3yEy-j2eZadKMo_Q,https://s3-media3.fl.yelpcdn.com/bphoto/gKZ0bsvRAb2TM9fz2FGu4A/o.jpg,False,"{'address1': '123 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10005', 'country': 'US', 'state': 'NY', 'display_address': ['123 Pearl St', 'New York, NY 10005']}",periscope coffee on pearl street,$,5.0,66,[],https://www.yelp.com/biz/periscope-coffee-on-pearl-street-new-york-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/22/2015,40.7048841333031,-74.0089771816147,10005
113,anda-lucia-bar-and-lounge-new-york,1551.8631635726215,EdnuIsyyDI51N1723Vd1HQ,https://s3-media3.fl.yelpcdn.com/bphoto/ljW9BVodn6HAbfjWPYrxDg/o.jpg,False,"{'address1': '1336 Bushwick Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['1336 Bushwick Ave', 'New York, NY 11207']}",anda lucia bar & lounge,$$,4.5,27,[],https://www.yelp.com/biz/anda-lucia-bar-and-lounge-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/8/2014,40.68568,-73.911933,11207
114,wing-cheong-restaurant-brooklyn,1984.0263936919355,3fQ9IExhN9KMqGHVm_9AEQ,https://s3-media2.fl.yelpcdn.com/bphoto/pJw7wOFwF3FpJuDMOuZ8jA/o.jpg,False,"{'address1': '1389 Fulton St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1389 Fulton St', 'Brooklyn, NY 11216']}",wing cheong restaurant,$,4.0,48,[],https://www.yelp.com/biz/wing-cheong-restaurant-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/21/2008,40.68029,-73.9455,11216
115,indian-curry-heights-brooklyn,838.8936779168753,KtYEMI-_zy5hoZTBd3i3Tw,https://s3-media1.fl.yelpcdn.com/bphoto/fOmIwcJzdN6sLDmBRPnpfg/o.jpg,False,"{'address1': '125 Ralph Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['125 Ralph Ave', 'Brooklyn, NY 11221']}",indian curry heights,$$,3.5,51,"['pickup', 'delivery']",https://www.yelp.com/biz/indian-curry-heights-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/31/2015,40.6858099,-73.92315,11221
116,the-bad-old-days-ridgewood,1963.0400576108082,nR-p3akW9XqlgpW7zdNUCw,https://s3-media2.fl.yelpcdn.com/bphoto/mBxZ5iLREdIsebeT5x-maw/o.jpg,False,"{'address1': '1684 Woodbine St', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['1684 Woodbine St', 'Ridgewood, NY 11385']}",the bad old days,$,4.0,48,[],https://www.yelp.com/biz/the-bad-old-days-ridgewood?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/30/2015,40.7010154724121,-73.9079742431641,11385
117,collados-restaurant-brooklyn-2,413.79021410981306,IjqtHEq9l0Wpi1dx_0mIKg,https://s3-media2.fl.yelpcdn.com/bphoto/TvK_VwsKyjaa-SoPUzTdMQ/o.jpg,False,"{'address1': '1310 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['1310 Broadway', 'Brooklyn, NY 11221']}",collados restaurant,$,4.0,24,"['pickup', 'delivery']",https://www.yelp.com/biz/collados-restaurant-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/19/2009,40.69033,-73.924,11221
118,rocco-pizza-brooklyn,1490.7145609238305,RMKKsZYt4Xsyq3nRGFPqdA,https://s3-media3.fl.yelpcdn.com/bphoto/sQXR6VMCJ89kU8F4LAnkrQ/o.jpg,False,"{'address1': '765 Dekalb Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['765 Dekalb Ave', 'Brooklyn, NY 11216']}",rocco pizza,$,3.0,154,"['pickup', 'delivery']",https://www.yelp.com/biz/rocco-pizza-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/3/2007,40.69224,-73.945849,11216
119,uotora-brooklyn,2583.211991858448,LjAt-SP7BwIpp56TZHVsWA,https://s3-media1.fl.yelpcdn.com/bphoto/Uzg8htcQlgo1OP6Z2y2Krg/o.jpg,False,"{'address1': '1075 Bergen St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1075 Bergen St', 'Brooklyn, NY 11216']}",uotora,$$,4.5,47,[],https://www.yelp.com/biz/uotora-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/6/2018,40.676369,-73.950486,11216
120,pattie-hut-and-grill-new-york,2203.382244768613,ldOnttp7mbbCxI4_J6v4iA,https://s3-media2.fl.yelpcdn.com/bphoto/XgvanAGYtxEFmr-Ehyb2Yg/o.jpg,False,"{'address1': '516 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['516 Nostrand Ave', 'New York, NY 11216']}",pattie hut & grill,$,4.0,49,[],https://www.yelp.com/biz/pattie-hut-and-grill-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/6/2014,40.68123,-73.94994,11216
121,c-and-b-luncheonette-ridgewood,2016.470306042211,sAW4xl2ADa4axVsXa6gO2w,https://s3-media4.fl.yelpcdn.com/bphoto/1QEg3Bo1T8T15RndU8Py2g/o.jpg,False,"{'address1': '983 Wyckoff Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['983 Wyckoff Ave', 'Ridgewood, NY 11385']}",c&b luncheonette,$,5.0,16,[],https://www.yelp.com/biz/c-and-b-luncheonette-ridgewood?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/18/2014,40.696327,-73.904907,11385
122,angies-breakfast-spot-brooklyn,1434.6779523409925,KCUu9D9SJDi6e2uY3_d5jQ,https://s3-media2.fl.yelpcdn.com/bphoto/yoCo9UwfBOxe9Ej4RjjlYA/o.jpg,False,"{'address1': '1637 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['1637 Broadway', 'Brooklyn, NY 11207']}",angie's breakfast spot,$,3.0,110,"['delivery', 'pickup']",https://www.yelp.com/biz/angies-breakfast-spot-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/29/2011,40.6851692,-73.9139328,11207
123,brooklyn-baby-cakes-brooklyn-2,2181.4894679849367,zzccPbfWp2-XqFsPl7I0Yg,https://s3-media3.fl.yelpcdn.com/bphoto/T_32k5q7ob67gb4BjYM7Nw/o.jpg,False,"{'address1': '506 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['506 Nostrand Ave', 'Brooklyn, NY 11216']}",brooklyn baby cakes,$$,4.0,73,[],https://www.yelp.com/biz/brooklyn-baby-cakes-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/21/2013,40.6815348042311,-73.9499017386206,11216
124,brown-butter-brooklyn,1629.0410233829386,L-wRe60w0SkwB4xcQuyptA,https://s3-media3.fl.yelpcdn.com/bphoto/M23zEIThCJVQyIkXJyK_Mw/o.jpg,False,"{'address1': '413 Tompkins Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['413 Tompkins Ave', 'Brooklyn, NY 11216']}",brown butter,$$,4.0,42,[],https://www.yelp.com/biz/brown-butter-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/24/2017,40.68344,-73.94367,11216
125,corner-grind-brooklyn,2372.1484541195,zT5vPRCOGFXBAGrFz-qc2g,https://s3-media3.fl.yelpcdn.com/bphoto/OQreWJddekdGgAbhDXjSoA/o.jpg,False,"{'address1': '1183 Bedford Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1183 Bedford Ave', 'Brooklyn, NY 11216']}",corner grind,$,4.0,88,"['delivery', 'pickup']",https://www.yelp.com/biz/corner-grind-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/24/2013,40.6829729,-73.953557,11216
126,cafe-cotton-bean-brooklyn,2573.1476338739435,y87gSIb-uD49myJS3I8Lqw,https://s3-media4.fl.yelpcdn.com/bphoto/ss8UlWJpZ3jazMbJpbw5UA/o.jpg,False,"{'address1': '1077 Bergen St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['1077 Bergen St', 'Brooklyn, NY 11216']}",cafe cotton bean,$,4.5,51,[],https://www.yelp.com/biz/cafe-cotton-bean-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/3/2016,40.676365,-73.950414,11216
127,soul-food-kitchen-crown-heights,2069.0720511121667,O5PfyAXUkIQB8jsIJh5VDQ,https://s3-media3.fl.yelpcdn.com/bphoto/be99LAEWfz2-DeVZpoxE7w/o.jpg,False,"{'address1': '88 Kingston Ave', 'address2': '', 'address3': '', 'city': 'Crown Heights', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['88 Kingston Ave', 'Crown Heights, NY 11213']}",soul food kitchen,$$,4.0,52,[],https://www.yelp.com/biz/soul-food-kitchen-crown-heights?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,9/21/2015,40.676666,-73.941665,11213
128,ma-n-pop-soul-food-brooklyn,1112.0426824969597,J-ANjnZQudzbGoW2W7RC1A,https://s3-media4.fl.yelpcdn.com/bphoto/cZReFp3Iz4zQyF8B4xqZ-g/o.jpg,False,"{'address1': '349 Lewis Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['349 Lewis Ave', 'Brooklyn, NY 11233']}",ma-n-pop soul food,$,3.0,84,"['delivery', 'pickup']",https://www.yelp.com/biz/ma-n-pop-soul-food-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/12/2011,40.68362,-73.93504,11233
129,armandos-pizza-brooklyn-3,1729.444427542668,ciowl-lvOkZ5aDDkpOWe3w,https://s3-media3.fl.yelpcdn.com/bphoto/302fYdSc2j4Ebc-BZw79CA/o.jpg,False,"{'address1': '1717 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['1717 Broadway', 'Brooklyn, NY 11207']}",armando's pizza,$,4.0,53,"['delivery', 'pickup']",https://www.yelp.com/biz/armandos-pizza-brooklyn-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/2/2013,40.6835403,-73.9111862,11207
130,marys-coffee-shop-brooklyn,1036.4175428588867,aSw7zQxHT_VgAogUw9jWMw,https://s3-media2.fl.yelpcdn.com/bphoto/cTT9GaGsc4aHt9CrAd6Cww/o.jpg,False,"{'address1': '905 Dekalb Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['905 Dekalb Ave', 'Brooklyn, NY 11221']}",marys coffee shop,$,4.5,23,[],https://www.yelp.com/biz/marys-coffee-shop-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/30/2009,40.6928367614746,-73.9404220581055,11221
131,midwood-flats-prospect-lefferts-gardens,4528.254846106452,8lHTKVJyiK9V8WiJq9-khQ,https://s3-media3.fl.yelpcdn.com/bphoto/2g_hDoIavTaoAaENkbSP4A/o.jpg,False,"{'address1': '577 Flatbush Ave', 'address2': '', 'address3': '', 'city': 'Prospect Lefferts Gardens', 'zip_code': '11225', 'country': 'US', 'state': 'NY', 'display_address': ['577 Flatbush Ave', 'Prospect Lefferts Gardens, NY 11225']}",midwood flats,$$,4.0,225,"['delivery', 'pickup']",https://www.yelp.com/biz/midwood-flats-prospect-lefferts-gardens?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/6/2014,40.6596512,-73.9603844,11225
132,royal-bakery-and-roti-house-brooklyn,2466.199418902358,32F_x8oPe3OHTSd2KuvO1Q,https://s3-media1.fl.yelpcdn.com/bphoto/YqYGF3N1x1YhIhfVhNn_aA/o.jpg,False,"{'address1': '618 Nostrand Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['618 Nostrand Ave', 'Brooklyn, NY 11216']}",royal bakery & roti house,$,4.5,43,[],https://www.yelp.com/biz/royal-bakery-and-roti-house-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,10/25/2010,40.67738,-73.94993,11216
133,arepera-guacuco-restaurant-brooklyn-3,1252.227941952172,vRYJ0y9ThNtYPuZgccayPA,https://s3-media3.fl.yelpcdn.com/bphoto/UXL59wIelyPPTx9hSuZzYg/o.jpg,False,"{'address1': '360 Throop Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['360 Throop Ave', 'Brooklyn, NY 11221']}",arepera guacuco restaurant,$$,4.5,25,"['delivery', 'pickup']",https://www.yelp.com/biz/arepera-guacuco-restaurant-brooklyn-3?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/23/2017,40.69192,-73.94289,11221
134,listo-el-chimi-cafeteria-ridgewood,1954.6043234856893,XUnK_1giqqoG3O0trpQJew,https://s3-media2.fl.yelpcdn.com/bphoto/NkzlD-DourhhXltQvMY-bw/o.jpg,False,"{'address1': '55-30 Myrtle Ave', 'address2': '', 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['55-30 Myrtle Ave', 'Ridgewood, NY 11385']}",listo el chimi cafeteria,$,4.0,42,"['delivery', 'pickup']",https://www.yelp.com/biz/listo-el-chimi-cafeteria-ridgewood?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/8/2015,40.6998583557259,-73.9073220084344,11385
135,daily-press-coffee-brooklyn-13,2132.997383856025,KGAF6jKzyQ9fDbtUm_iHWQ,https://s3-media3.fl.yelpcdn.com/bphoto/21_niNjOyxRHk4HVo-rLXQ/o.jpg,False,"{'address1': '38 Somers St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['38 Somers St', 'Brooklyn, NY 11233']}",daily press coffee,$$,4.5,39,[],https://www.yelp.com/biz/daily-press-coffee-brooklyn-13?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,2/25/2017,40.67871,-73.91074,11233
136,the-blessed-kitchen-experience-brooklyn,1420.7135914149442,KAkm7zJ1-05y4pnNr5xYgw,https://s3-media2.fl.yelpcdn.com/bphoto/xAwz4Q3btcEnL6xqpo0sRA/o.jpg,False,"{'address1': '66 Eldert St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['66 Eldert St', 'Brooklyn, NY 11207']}",the blessed kitchen experience,$$,4.0,36,"['delivery', 'pickup']",https://www.yelp.com/biz/the-blessed-kitchen-experience-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,7/13/2017,40.6869565508022,-73.912849612534,11207
137,ians-coffee-shop-brooklyn,2257.713301109062,ePSNfh3DV_pctdbFBorvSA,https://s3-media1.fl.yelpcdn.com/bphoto/dbl14MEgPSaDH-WGtdLAvA/o.jpg,False,"{'address1': '501 Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['501 Nostrand Ave', 'Brooklyn, NY 11216']}",ian's coffee shop,$$,4.5,27,"['delivery', 'pickup']",https://www.yelp.com/biz/ians-coffee-shop-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,5/20/2017,40.6798145411408,-73.9494005159018,11216
138,little-skips-east-brooklyn-2,1460.9298314417742,yMxGI1kcqv6a-aGH-VXg8A,https://s3-media2.fl.yelpcdn.com/bphoto/XC_z6chuyn8ivjNGRhzhsQ/o.jpg,False,"{'address1': '1643 Broadway', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11207', 'country': 'US', 'state': 'NY', 'display_address': ['1643 Broadway', 'Brooklyn, NY 11207']}",little skips east,$$,4.0,29,[],https://www.yelp.com/biz/little-skips-east-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,8/16/2017,40.6849363759513,-73.9137830212712,11207
139,green-gourmet-market-brooklyn-4,1154.9012120351586,OuCrhwmNFn3gAsv6CRRuKw,https://s3-media4.fl.yelpcdn.com/bphoto/-GRB5oMPrDORiktF9Qn3lw/o.jpg,False,"{'address1': '354 Lewis Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11233', 'country': 'US', 'state': 'NY', 'display_address': ['354 Lewis Ave', 'Brooklyn, NY 11233']}",green gourmet market,$$,4.5,19,"['delivery', 'pickup']",https://www.yelp.com/biz/green-gourmet-market-brooklyn-4?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,3/6/2012,40.68336,-73.93526,11233
140,crocus-juice-bar-and-cafe-brooklyn,1535.248413031611,KJGj2BhJ61oNuToxCCijcg,https://s3-media2.fl.yelpcdn.com/bphoto/sooTs5Rf5S8prayP1dE3dg/o.jpg,False,"{'address1': '328 Tompkins Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['328 Tompkins Ave', 'Brooklyn, NY 11216']}",crocus juice bar and cafe,$,4.0,40,[],https://www.yelp.com/biz/crocus-juice-bar-and-cafe-brooklyn?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,11/11/2013,40.686459,-73.944794,11216
141,brooklyn-barista-new-york,1861.8491686709647,D8kLhn0QRqsMEaaRmq1v-Q,https://s3-media4.fl.yelpcdn.com/bphoto/3JrYt7WLwduiXpSHPIMKyA/o.jpg,False,"{'address1': '880 Wyckoff Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['880 Wyckoff Ave', 'New York, NY 11237']}",brooklyn barista,$,5.0,21,[],https://www.yelp.com/biz/brooklyn-barista-new-york?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,4/7/2018,40.6972499,-73.9072,11237
142,indian-masala-brooklyn-2,2032.23660863483,5lB2jlIeaEE-xoQ7fKygSw,https://s3-media4.fl.yelpcdn.com/bphoto/ue6QCT5XC8l_7mqt-1FCHQ/o.jpg,False,"{'address1': '1174 St Marks Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11213', 'country': 'US', 'state': 'NY', 'display_address': ['1174 St Marks Ave', 'Brooklyn, NY 11213']}",indian masala,$$,4.0,54,"['delivery', 'pickup']",https://www.yelp.com/biz/indian-masala-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/26/2016,40.67407,-73.93103,11213
143,the-sweet-tooth-and-catering-brooklyn-2,1234.14986070159,SmOyRLE4LrFQFuEJfiandA,https://s3-media3.fl.yelpcdn.com/bphoto/YeB4MnHviC6L7UltBM4qMA/o.jpg,False,"{'address1': '376 Marcus Garvey Blvd', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['376 Marcus Garvey Blvd', 'Brooklyn, NY 11221']}",the sweet tooth & catering,$,4.0,28,"['delivery', 'pickup']",https://www.yelp.com/biz/the-sweet-tooth-and-catering-brooklyn-2?adjust_creative=j5Af8Bne_ellaYvVmLZPkA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j5Af8Bne_ellaYvVmLZPkA,12/4/2008,40.6841669,-73.938441,11221
